provider,competition,season,column,rows,zeros,missing,non_zero,zero_rate,min_value,median_value,max_value,artificial_probability,quality_status,impact
football-data.co.uk,E1,2017-18,ac,552,12,0,540,0.021739130434782608,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,hthg,552,282,0,270,0.5108695652173914,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,htag,552,341,0,211,0.6177536231884058,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,hy,552,123,0,429,0.22282608695652173,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,ay,552,75,0,477,0.1358695652173913,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,hr,552,526,0,26,0.9528985507246377,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,ar,552,507,0,45,0.9184782608695652,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,hc,552,5,0,547,0.009057971014492754,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2018-19,ac,552,7,0,545,0.012681159420289856,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,hthg,552,288,0,264,0.5217391304347826,0.0,0.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,htag,552,325,0,227,0.5887681159420289,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,hy,552,119,0,433,0.21557971014492755,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,ay,552,92,0,460,0.16666666666666666,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,hr,552,526,0,26,0.9528985507246377,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,ar,552,514,0,38,0.9311594202898551,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,hc,552,4,0,548,0.007246376811594203,0.0,6.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2019-20,ac,552,16,0,536,0.028985507246376812,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,hthg,552,307,0,245,0.5561594202898551,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,htag,552,353,0,199,0.6394927536231884,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,hy,552,124,0,428,0.2246376811594203,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,ay,552,132,0,420,0.2391304347826087,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,hr,552,518,0,34,0.9384057971014492,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,ar,552,516,0,36,0.9347826086956522,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,hc,552,12,0,540,0.021739130434782608,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2020-21,ac,552,14,0,538,0.025362318840579712,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,hthg,552,317,0,235,0.5742753623188406,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,htag,552,361,0,191,0.6539855072463768,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,hy,552,114,0,438,0.20652173913043478,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,ay,552,76,0,476,0.13768115942028986,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,hr,552,520,0,32,0.9420289855072463,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,ar,552,516,0,36,0.9347826086956522,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,hc,552,14,0,538,0.025362318840579712,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2021-22,ac,552,12,0,540,0.021739130434782608,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,hthg,552,287,0,265,0.519927536231884,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,htag,552,335,0,217,0.6068840579710145,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,hy,552,81,0,471,0.14673913043478262,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,ay,552,59,0,493,0.1068840579710145,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,hr,552,526,0,26,0.9528985507246377,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,ar,552,515,0,37,0.9329710144927537,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,hc,552,4,0,548,0.007246376811594203,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2022-23,ac,552,12,0,540,0.021739130434782608,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,hthg,552,290,0,262,0.5253623188405797,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,htag,552,315,0,237,0.5706521739130435,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,hy,552,78,0,474,0.14130434782608695,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,ay,552,48,0,504,0.08695652173913043,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,hr,552,530,0,22,0.9601449275362319,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,ar,552,517,0,35,0.9365942028985508,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,hc,552,8,0,544,0.014492753623188406,0.0,6.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2023-24,ac,552,23,0,529,0.041666666666666664,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,hthg,552,288,0,264,0.5217391304347826,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,htag,552,351,0,201,0.6358695652173914,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,hy,552,105,0,447,0.19021739130434784,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,ay,552,59,0,493,0.1068840579710145,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,hr,552,527,0,25,0.9547101449275363,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,ar,552,517,0,35,0.9365942028985508,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,hc,552,4,0,548,0.007246376811594203,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2024-25,ac,552,12,0,540,0.021739130434782608,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,hthg,552,280,0,272,0.5072463768115942,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,htag,552,331,0,221,0.5996376811594203,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,hy,552,105,0,447,0.19021739130434784,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,ay,552,65,0,487,0.11775362318840579,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,hr,552,527,0,25,0.9547101449275363,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,ar,552,523,0,29,0.947463768115942,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,hc,552,5,0,547,0.009057971014492754,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,E1,2025-26,ac,552,9,0,543,0.016304347826086956,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,hthg,380,215,0,165,0.5657894736842105,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,htag,380,241,0,139,0.6342105263157894,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,hy,380,47,0,333,0.12368421052631579,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,ay,380,35,0,345,0.09210526315789473,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,hr,380,322,0,58,0.8473684210526315,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,ar,380,329,0,51,0.8657894736842106,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,hc,380,3,0,377,0.007894736842105263,0.0,5.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2015-16,ac,380,14,0,366,0.03684210526315789,0.0,4.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,hthg,380,210,0,170,0.5526315789473685,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,htag,380,241,0,139,0.6342105263157894,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,hy,380,64,0,316,0.16842105263157894,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,ay,380,47,0,333,0.12368421052631579,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,hr,380,355,0,25,0.9342105263157895,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,ar,380,316,0,64,0.8315789473684211,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,hc,380,3,0,377,0.007894736842105263,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2016-17,ac,380,12,0,368,0.031578947368421054,0.0,4.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,hthg,380,175,0,205,0.4605263157894737,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,htag,380,226,0,154,0.5947368421052631,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,hy,380,57,0,323,0.15,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,ay,380,44,0,336,0.11578947368421053,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,hr,380,338,0,42,0.8894736842105263,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,ar,380,334,0,46,0.8789473684210526,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,hc,380,5,0,375,0.013157894736842105,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2017-18,ac,380,9,0,371,0.02368421052631579,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,hthg,380,202,0,178,0.531578947368421,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,htag,380,247,0,133,0.65,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,hy,380,62,0,318,0.1631578947368421,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,ay,380,45,0,335,0.11842105263157894,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,hr,380,339,0,41,0.8921052631578947,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,ar,380,325,0,55,0.8552631578947368,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,hc,380,5,0,375,0.013157894736842105,0.0,5.0,18.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2018-19,ac,380,14,0,366,0.03684210526315789,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,hthg,279,134,0,145,0.48028673835125446,0.0,1.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,htag,279,176,0,103,0.6308243727598566,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,hy,279,38,0,241,0.13620071684587814,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,ay,279,33,0,246,0.11827956989247312,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,hr,279,249,0,30,0.8924731182795699,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,ar,279,246,0,33,0.8817204301075269,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,hc,279,5,0,274,0.017921146953405017,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2019-20,ac,279,8,0,271,0.02867383512544803,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,hthg,380,200,0,180,0.5263157894736842,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,htag,380,202,0,178,0.531578947368421,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,hy,380,51,0,329,0.13421052631578947,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,ay,380,49,0,331,0.12894736842105264,0.0,2.0,8.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,hr,380,342,0,38,0.9,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,ar,380,330,0,50,0.868421052631579,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,hc,380,6,0,374,0.015789473684210527,0.0,5.0,19.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2020-21,ac,380,8,0,372,0.021052631578947368,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,hthg,380,193,0,187,0.5078947368421053,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,htag,380,209,0,171,0.55,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,hy,380,39,0,341,0.10263157894736842,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,ay,380,32,0,348,0.08421052631578947,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,hr,380,337,0,43,0.8868421052631579,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,ar,380,322,0,58,0.8473684210526315,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,hc,380,4,0,376,0.010526315789473684,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2021-22,ac,380,7,0,373,0.018421052631578946,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,hthg,380,194,0,186,0.5105263157894737,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,htag,380,208,0,172,0.5473684210526316,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,hy,380,87,0,293,0.22894736842105262,0.0,1.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,ay,380,53,0,327,0.1394736842105263,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,hr,380,327,0,53,0.8605263157894737,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,ar,380,342,0,38,0.9,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,hc,380,5,0,375,0.013157894736842105,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2022-23,ac,380,18,0,362,0.04736842105263158,0.0,4.0,14.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,hthg,306,157,0,149,0.5130718954248366,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,htag,306,181,0,125,0.5915032679738562,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,hy,306,47,0,259,0.15359477124183007,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,ay,306,37,0,269,0.12091503267973856,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,hr,306,273,0,33,0.8921568627450981,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,ar,306,273,0,33,0.8921568627450981,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,hc,306,4,0,302,0.013071895424836602,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2023-24,ac,306,11,0,295,0.03594771241830065,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,hthg,306,147,0,159,0.4803921568627451,0.0,1.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,htag,306,167,0,139,0.545751633986928,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,hy,306,36,0,270,0.11764705882352941,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,ay,306,45,0,261,0.14705882352941177,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,hr,306,275,0,31,0.8986928104575164,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,ar,306,274,0,32,0.8954248366013072,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,hc,306,8,0,298,0.026143790849673203,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2024-25,ac,306,7,0,299,0.02287581699346405,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,hthg,306,159,0,147,0.5196078431372549,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,htag,306,179,0,127,0.5849673202614379,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,hy,306,47,0,259,0.15359477124183007,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,ay,306,33,0,273,0.10784313725490197,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,hr,306,273,0,33,0.8921568627450981,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,ar,306,266,0,40,0.869281045751634,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,hc,306,5,0,301,0.016339869281045753,0.0,5.0,20.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F1,2025-26,ac,306,8,0,298,0.026143790849673203,0.0,4.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2015-16,hthg,380,216,0,164,0.5684210526315789,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2015-16,htag,380,245,0,135,0.6447368421052632,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2015-16,hy,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2015-16,ay,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2015-16,hr,380,380,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2015-16,ar,380,380,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2015-16,hc,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2015-16,ac,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2016-17,hthg,380,207,0,173,0.5447368421052632,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2016-17,htag,380,242,0,138,0.6368421052631579,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2016-17,hy,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2016-17,ay,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2016-17,hr,380,380,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2016-17,ar,380,380,0,0,1.0,0.0,0.0,0.0,0.75,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2016-17,hc,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2016-17,ac,380,380,0,0,1.0,0.0,0.0,0.0,0.99,SUSPECT_ZERO,exclure des features et modèles concernés
football-data.co.uk,F2,2017-18,hthg,380,178,0,202,0.46842105263157896,0.0,1.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,htag,380,235,0,145,0.618421052631579,0.0,0.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,hy,380,59,0,321,0.15526315789473685,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,ay,380,40,0,340,0.10526315789473684,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,hr,380,345,0,35,0.9078947368421053,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,ar,380,336,0,44,0.8842105263157894,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,hc,380,5,0,375,0.013157894736842105,0.0,5.0,16.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2017-18,ac,380,12,0,368,0.031578947368421054,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,hthg,380,221,0,159,0.5815789473684211,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,htag,380,241,0,139,0.6342105263157894,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,hy,380,65,0,315,0.17105263157894737,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,ay,380,42,0,338,0.11052631578947368,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,hr,380,339,0,41,0.8921052631578947,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,ar,380,324,0,56,0.8526315789473684,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,hc,380,6,0,374,0.015789473684210527,0.0,5.0,15.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2018-19,ac,380,8,0,372,0.021052631578947368,0.0,4.0,13.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,hthg,280,166,0,114,0.5928571428571429,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,htag,280,180,0,100,0.6428571428571429,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,hy,280,23,0,257,0.08214285714285714,0.0,2.0,5.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,ay,280,21,0,259,0.075,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,hr,280,243,0,37,0.8678571428571429,0.0,0.0,3.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,ar,280,240,0,40,0.8571428571428571,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,hc,280,2,0,278,0.007142857142857143,0.0,5.0,17.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2019-20,ac,280,6,0,274,0.02142857142857143,0.0,4.0,11.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2020-21,hthg,380,211,0,169,0.5552631578947368,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2020-21,htag,380,251,0,129,0.6605263157894737,0.0,0.0,4.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2020-21,hy,380,48,0,332,0.12631578947368421,0.0,2.0,6.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2020-21,ay,380,46,0,334,0.12105263157894737,0.0,2.0,7.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2020-21,hr,380,332,0,48,0.8736842105263158,0.0,0.0,1.0,0.05,OBSERVED,aucun verrou automatique
football-data.co.uk,F2,2020-21,ar,380,316,0,64,0.8315789473684211,0.0,0.0,2.0,0.05,OBSERVED,aucun verrou automatique
